p-th Cyclo pol,qMin = #elements in `sparsest field`,sparsity,ord_p(qMin),sparsity <= ord_p(qMin)?
4483,3,982,1494,True
4483,7,624,747,True
4483,11,679,747,True
4483,13,1339,1494,True
4483,19,696,747,True
4483,23,2156,2241,True
4493,11,1021,1123,True
4493,19,1068,1123,True
4493,23,1078,1123,True
4507,7,634,751,True
4507,11,2069,2253,True
4507,13,696,751,True
4507,17,709,751,True
4507,19,1433,1502,True
4507,23,2145,2253,True
4513,2,17,47,True
4513,3,237,376,True
4513,5,1187,1504,True
4513,11,495,564,True
4513,13,1387,1504,True
4513,17,2101,2256,True
4513,19,1421,1504,True
4517,7,1914,2258,True
4517,23,2142,2258,True
4517,29,1083,1129,True
4519,2,373,753,True
4519,5,606,753,True
4519,17,1421,1506,True
4519,23,2161,2259,True
4519,29,2183,2259,True
4523,2,123,266,True
4523,3,1529,2261,True
4523,11,2070,2261,True
4523,13,2058,2261,True
4523,17,2103,2261,True
4523,19,603,646,True
4523,23,2169,2261,True
4523,29,2194,2261,True
4547,3,1520,2273,True
4547,13,2076,2273,True
4547,17,2138,2273,True
4547,29,2208,2273,True
4549,2,737,1516,True
4549,3,1478,2274,True
4549,5,594,758,True
4549,13,2117,2274,True
4549,19,1425,1516,True
4549,23,711,758,True
4549,29,363,379,True
4561,2,1103,2280,True
4561,3,7,15,True
4561,5,138,190,True
4561,7,1985,2280,True
4561,19,175,190,True
4561,29,281,304,True
4567,2,369,761,True
4567,7,1960,2283,True
4567,11,2087,2283,True
4567,13,697,761,True
4567,17,1417,1522,True
4567,29,1469,1522,True
4583,2,1163,2291,True
4583,3,1517,2291,True
4583,7,1999,2291,True
4583,11,2087,2291,True
4583,29,2210,2291,True
4591,2,1123,2295,True
4591,3,177,270,True
4591,5,115,153,True
4591,7,124,153,True
4591,13,843,918,True
4591,17,2167,2295,True
4591,19,724,765,True
4591,23,23,27,True
4591,29,441,459,True
4597,2,735,1532,True
4597,3,1523,2298,True
4597,13,1405,1532,True
4597,17,1431,1532,True
4603,13,34,39,True
4603,17,721,767,True
4603,23,1473,1534,True
4603,29,1467,1534,True
4621,3,1577,2310,True
4621,5,917,1155,True
4621,7,324,385,True
4621,11,407,462,True
4621,13,69,84,True
4621,17,1429,1540,True
4621,19,705,770,True
4621,29,1485,1540,True
4637,13,2117,2318,True
4637,17,1089,1159,True
4637,19,2163,2318,True
4639,2,1171,2319,True
4639,5,611,773,True
4639,7,1995,2319,True
4639,11,2125,2319,True
4639,17,715,773,True
4639,19,723,773,True
4639,29,2239,2319,True
4643,2,197,422,True
4643,3,1538,2321,True
4643,17,2194,2321,True
4643,23,197,211,True
4649,2,1175,2324,True
4649,5,259,332,True
4649,7,1990,2324,True
4649,17,547,581,True
4649,23,2215,2324,True
4649,29,2231,2324,True
4651,2,741,1550,True
4651,5,1877,2325,True
4651,7,2010,2325,True
4651,13,13,15,True
4651,17,1465,1550,True
4651,19,2221,2325,True
4651,23,2235,2325,True
4651,29,887,930,True
4657,2,187,388,True
4657,3,1542,2328,True
4657,5,1217,1552,True
4657,7,235,291,True
4657,11,2121,2328,True
4657,13,697,776,True
4657,17,268,291,True
4657,19,41,48,True
4663,2,383,777,True
4663,5,373,518,True
4663,11,2106,2331,True
4663,13,236,259,True
4663,19,2219,2331,True
4663,23,2227,2331,True
4663,29,2248,2331,True
4673,2,1157,2336,True
4673,7,999,1168,True
4673,11,521,584,True
4673,17,267,292,True
4673,23,1101,1168,True
4673,29,1131,1168,True
4679,2,1159,2339,True
4679,3,1541,2339,True
4679,5,1863,2339,True
4679,7,1994,2339,True
4679,13,2129,2339,True
4679,17,2173,2339,True
4679,23,2228,2339,True
4691,3,1553,2345,True
4691,5,1841,2345,True
4691,17,2182,2345,True
4691,23,2248,2345,True
4691,29,62,67,True
4703,2,1211,2351,True
4703,3,1568,2351,True
4703,7,2013,2351,True
4703,11,2125,2351,True
4703,13,2189,2351,True
4703,19,2194,2351,True
4703,23,2245,2351,True
4703,29,2259,2351,True
4721,2,137,295,True
4721,3,623,944,True
4721,5,1893,2360,True
4721,19,1091,1180,True
4721,23,2253,2360,True
4721,29,2267,2360,True
4723,5,1231,1574,True
4723,7,2036,2361,True
4723,11,1413,1574,True
4723,13,2195,2361,True
4723,29,2275,2361,True
4729,2,377,788,True
4729,3,493,788,True
4729,5,1885,2364,True
4729,7,2001,2364,True
4729,11,1428,1576,True
4729,13,1079,1182,True
4729,19,555,591,True
4729,23,1497,1576,True
4729,29,1519,1576,True
4733,2,179,364,True
4733,3,443,676,True
4733,7,4,7,True
4733,11,1071,1183,True
4733,13,157,182,True
4733,23,1115,1183,True
4733,29,1146,1183,True
4751,2,225,475,True
4751,3,1574,2375,True
4751,5,1891,2375,True
4751,7,2060,2375,True
4751,11,2138,2375,True
4751,13,859,950,True
4751,17,113,125,True
4751,29,2280,2375,True
4759,2,381,793,True
4759,5,1892,2379,True
4759,7,48,61,True
4759,11,697,793,True
4759,13,53,61,True
4759,17,2225,2379,True
4759,19,333,366,True
4759,23,2285,2379,True
4783,2,1183,2391,True
4783,3,1030,1594,True
4783,5,1267,1594,True
4783,7,1321,1594,True
4783,13,2218,2391,True
4783,17,1495,1594,True
4783,19,2255,2391,True
4783,23,756,797,True
4787,3,1601,2393,True
4787,7,2059,2393,True
4787,11,2159,2393,True
4787,13,2210,2393,True
4787,19,2261,2393,True
4789,3,1577,2394,True
4789,5,1901,2394,True
4789,7,2061,2394,True
4789,11,1078,1197,True
4789,13,481,532,True
4789,19,755,798,True
4789,23,30,36,True
4789,29,379,399,True
4793,2,1161,2396,True
4793,13,2221,2396,True
4793,17,1107,1198,True
4793,19,567,599,True
4793,23,1133,1198,True
4799,2,1235,2399,True
4799,3,1544,2399,True
4799,5,1920,2399,True
4799,23,2292,2399,True
4801,2,587,1200,True
4801,3,143,240,True
4801,5,1939,2400,True
4801,11,715,800,True
4801,13,737,800,True
4801,17,295,320,True
4801,23,173,192,True
4801,29,93,100,True
4813,3,1560,2406,True
4813,7,1016,1203,True
4813,13,1109,1203,True
4813,17,377,401,True
4813,19,2265,2406,True
4813,23,1154,1203,True
4813,29,2319,2406,True
4817,2,573,1204,True
4817,7,251,301,True
4817,19,635,688,True
4831,2,1219,2415,True
4831,5,1970,2415,True
4831,11,308,345,True
4831,13,887,966,True
4831,17,1517,1610,True
4831,23,1523,1610,True
4831,29,927,966,True
4861,2,445,972,True
4861,3,823,1215,True
4861,5,56,81,True
4861,7,813,972,True
4861,13,1132,1215,True
4861,17,2281,2430,True
4861,19,125,135,True
4861,23,2321,2430,True
4871,2,227,487,True
4871,3,1616,2435,True
4871,5,1965,2435,True
4871,7,2082,2435,True
4871,13,2246,2435,True
4871,17,450,487,True
4871,23,909,974,True
4871,29,464,487,True
4877,11,1094,1219,True
4877,17,1144,1219,True
4877,23,2319,2438,True
4877,29,2341,2438,True
4889,2,1169,2444,True
4889,5,967,1222,True
4889,11,2231,2444,True
4889,13,2267,2444,True
4889,19,1141,1222,True
4889,23,584,611,True
4903,2,1219,2451,True
4903,7,2128,2451,True
4903,11,732,817,True
4903,23,1559,1634,True
4909,2,811,1636,True
4909,3,818,1227,True
4909,5,319,409,True
4909,7,2111,2454,True
4909,11,2197,2454,True
4909,17,763,818,True
4909,19,2303,2454,True
4919,2,1191,2459,True
4919,3,1646,2459,True
4919,5,1979,2459,True
4919,7,2118,2459,True
4919,11,2218,2459,True
4919,23,2357,2459,True
4931,2,495,986,True
4931,3,1652,2465,True
4931,5,2018,2465,True
4931,7,67,85,True
4931,13,2264,2465,True
4931,17,133,145,True
4931,19,2348,2465,True
4931,29,2387,2465,True
4933,3,85,137,True
4933,7,446,548,True
4933,11,1111,1233,True
4933,29,511,548,True
4937,2,613,1234,True
4937,7,2121,2468,True
4937,11,553,617,True
4937,13,562,617,True
4937,19,1151,1234,True
4937,29,2371,2468,True
4943,2,1247,2471,True
4943,3,1649,2471,True
4943,5,548,706,True
4943,13,2313,2471,True
4943,17,2309,2471,True
4943,19,2340,2471,True
4943,23,2350,2471,True
4943,29,335,353,True
4951,2,1247,2475,True
4951,3,197,330,True
4951,5,1962,2475,True
4951,11,93,110,True
4951,17,2320,2475,True
4951,19,179,198,True
4957,3,274,413,True
4957,7,703,826,True
4957,13,317,354,True
4957,19,775,826,True
4957,23,2377,2478,True
4967,2,1243,2483,True
4967,3,1709,2483,True
4967,11,2241,2483,True
4967,13,2310,2483,True
4967,19,2348,2483,True
4967,23,2362,2483,True
4969,2,1189,2484,True
4969,3,129,207,True
4969,5,971,1242,True
4969,7,1413,1656,True
4969,13,571,621,True
4969,19,1555,1656,True
4969,23,783,828,True
4969,29,1591,1656,True
4973,11,2239,2486,True
4973,17,2349,2486,True
4987,7,2137,2493,True
4987,17,1561,1662,True
4987,19,511,554,True
4987,23,263,277,True
4987,29,265,277,True
4993,2,275,624,True
4993,3,515,832,True
4993,7,1053,1248,True
4993,13,2263,2496,True
4993,17,1541,1664,True
4993,23,585,624,True
4993,29,1203,1248,True
4999,2,165,357,True
4999,5,87,119,True
4999,11,631,714,True
4999,13,645,714,True
4999,17,2339,2499,True
4999,19,2358,2499,True
5003,3,1613,2501,True
5003,7,2144,2501,True
5009,2,1275,2504,True
5009,5,1955,2504,True
5009,7,1063,1252,True
5009,11,1109,1252,True
5009,13,2332,2504,True
5009,23,1185,1252,True
5011,3,1074,1670,True
5011,5,2017,2505,True
5011,7,419,501,True
5011,11,2277,2505,True
5011,13,909,1002,True
5011,17,2351,2505,True
5011,19,779,835,True
5011,23,478,501,True
5011,29,2431,2505,True
5021,2,479,1004,True
5021,5,976,1255,True
5021,7,2153,2510,True
5021,11,1140,1255,True
5021,13,1148,1255,True
5021,19,1188,1255,True
5021,29,1211,1255,True
5023,2,1243,2511,True
5023,5,121,162,True
5023,7,1413,1674,True
5023,11,246,279,True
5023,13,491,558,True
5023,17,2373,2511,True
5023,29,2435,2511,True
5039,2,1247,2519,True
5039,3,1661,2519,True
5039,5,2011,2519,True
5039,7,2142,2519,True
5039,29,2430,2519,True
5051,3,1637,2525,True
5051,5,398,505,True
5051,7,851,1010,True
5051,11,2313,2525,True
5051,17,2360,2525,True
5051,19,951,1010,True
5051,23,2427,2525,True
5051,29,2427,2525,True
5059,3,1103,1686,True
5059,5,678,843,True
5059,7,715,843,True
5059,11,2297,2529,True
5059,13,513,562,True
5059,17,1581,1686,True
5059,23,266,281,True
5059,29,2441,2529,True
5077,3,542,846,True
5077,5,133,188,True
5077,7,1082,1269,True
5077,13,1555,1692,True
5077,19,2399,2538,True
5077,23,1608,1692,True
5077,29,1623,1692,True
5081,2,309,635,True
5081,5,996,1270,True
5081,17,457,508,True
5081,23,33,40,True
5081,29,1209,1270,True
5087,2,1255,2543,True
5087,3,1694,2543,True
5087,7,2203,2543,True
5087,13,2326,2543,True
5087,17,2375,2543,True
5087,19,2418,2543,True
5099,3,1757,2549,True
5099,5,2015,2549,True
5099,7,2189,2549,True
5099,11,2321,2549,True
5099,13,2360,2549,True
5099,17,2379,2549,True
5099,29,2442,2549,True
5101,2,843,1700,True
5101,3,837,1275,True
5101,5,334,425,True
5101,7,1431,1700,True
5101,13,1549,1700,True
5101,17,67,75,True
5101,19,793,850,True
5101,23,795,850,True
5101,29,1639,1700,True
5107,3,80,138,True
5107,5,166,222,True
5107,11,1549,1702,True
5107,19,2422,2553,True
5113,2,201,426,True
5113,3,137,213,True
5113,5,1345,1704,True
5113,7,1455,1704,True
5113,11,2319,2556,True
5113,13,1167,1278,True
5113,17,2407,2556,True
5113,29,2459,2556,True
5119,2,1299,2559,True
5119,5,2063,2559,True
5119,11,1543,1706,True
5119,13,784,853,True
5119,17,2396,2559,True
5119,19,803,853,True
5119,29,1637,1706,True
5147,3,1679,2573,True
5147,11,2363,2573,True
5147,13,2391,2573,True
5147,17,2418,2573,True
5153,2,39,112,True
5153,3,434,736,True
5153,7,2225,2576,True
5153,11,313,368,True
5153,17,146,161,True
5153,19,149,161,True
5153,23,165,184,True
5153,29,351,368,True
5167,2,425,861,True
5167,3,475,738,True
5167,5,10,18,True
5167,7,1465,1722,True
5167,11,2366,2583,True
5167,17,2437,2583,True
5167,19,2442,2583,True
5167,23,2466,2583,True
5167,29,273,287,True
5171,3,144,235,True
5171,5,2077,2585,True
5171,7,2246,2585,True
5171,13,2397,2585,True
5171,17,427,470,True
5171,19,486,517,True
5171,23,219,235,True
5171,29,2498,2585,True
5179,3,1115,1726,True
5179,5,672,863,True
5179,7,2217,2589,True
5179,11,1545,1726,True
5179,19,1623,1726,True
5189,5,1010,1297,True
5189,7,2223,2594,True
5189,17,1224,1297,True
5197,2,835,1732,True
5197,3,551,866,True
5197,5,1340,1732,True
5197,11,2371,2598,True
5197,13,386,433,True
5197,17,1609,1732,True
5197,29,2513,2598,True
5209,2,87,217,True
5209,3,802,1302,True
5209,5,2049,2604,True
5209,7,2219,2604,True
5209,11,657,744,True
5209,13,595,651,True
5209,29,1649,1736,True
5227,3,1161,1742,True
5227,5,15,26,True
5227,7,734,871,True
5227,11,794,871,True
5227,13,2402,2613,True
5227,17,2471,2613,True
5227,19,187,201,True
5227,29,2518,2613,True
5231,2,1291,2615,True
5231,3,1772,2615,True
5231,5,2089,2615,True
5231,11,2369,2615,True
5231,13,953,1046,True
5231,17,977,1046,True
5231,23,2497,2615,True
5233,2,617,1308,True
5233,3,281,436,True
5233,5,1417,1744,True
5233,7,173,218,True
5233,11,1583,1744,True
5233,19,1643,1744,True
5233,23,1247,1308,True
5233,29,839,872,True
5237,2,365,748,True
5237,7,2229,2618,True
5237,11,2376,2618,True
5237,17,1236,1309,True
5237,19,23,28,True
5237,23,349,374,True
5237,29,721,748,True
5261,5,1042,1315,True
5261,7,431,526,True
5261,11,2391,2630,True
5261,13,2411,2630,True
5261,17,1229,1315,True
5261,19,246,263,True
5273,2,1289,2636,True
5273,7,562,659,True
5273,11,1185,1318,True
5273,23,2513,2636,True
5273,29,2523,2636,True
5279,2,169,377,True
5279,3,1793,2639,True
5279,5,2107,2639,True
5279,11,181,203,True
5279,13,2409,2639,True
5279,17,2483,2639,True
5279,19,706,754,True
5279,29,2541,2639,True
5281,2,1257,2640,True
5281,3,852,1320,True
5281,5,11,22,True
5281,11,63,80,True
5281,13,34,44,True
5297,2,299,662,True
5303,2,1367,2651,True
5303,3,1772,2651,True
5303,13,2456,2651,True
5303,17,2483,2651,True
5303,19,2517,2651,True
5303,29,2547,2651,True
5309,5,1055,1327,True
5323,2,835,1774,True
5323,3,1121,1774,True
5323,7,759,887,True
5323,11,2431,2661,True
5323,13,1619,1774,True
5323,17,2506,2661,True
5323,19,2512,2661,True
5323,23,2565,2661,True
5323,29,2585,2661,True
5333,11,71,86,True
5333,13,2457,2666,True
5347,2,87,198,True
5347,7,253,297,True
5347,13,810,891,True
5347,17,2504,2673,True
5347,19,2527,2673,True
5347,23,839,891,True
5351,2,1355,2675,True
5351,3,333,535,True
5351,5,2099,2675,True
5351,7,2258,2675,True
5351,17,21,25,True
5351,19,2537,2675,True
5351,23,2554,2675,True
5381,2,513,1076,True
5381,5,2105,2690,True
5381,11,963,1076,True
5381,13,2465,2690,True
5381,17,1252,1345,True
5381,19,1271,1345,True
5381,29,1287,1345,True
5387,3,1811,2693,True
5387,11,2471,2693,True
5387,17,2522,2693,True
5387,19,2547,2693,True
5387,23,2565,2693,True
5387,29,2608,2693,True
5393,2,601,1348,True
5393,11,2437,2696,True
5393,17,2525,2696,True
5393,19,2515,2696,True
5393,29,2611,2696,True
5399,2,1375,2699,True
5399,3,1787,2699,True
5399,5,2141,2699,True
5399,13,2490,2699,True
5399,19,2573,2699,True
5399,23,2585,2699,True
5399,29,2594,2699,True
5407,2,1335,2703,True
5407,5,243,318,True
5407,7,2311,2703,True
5407,11,809,901,True
5407,13,2509,2703,True
5407,17,2554,2703,True
5407,19,1687,1802,True
5407,29,2609,2703,True
5413,2,901,1804,True
5413,3,870,1353,True
5413,7,767,902,True
5413,11,404,451,True
5413,19,2559,2706,True
5413,23,1288,1353,True
5417,2,1335,2708,True
5417,11,1217,1354,True
5417,13,2477,2708,True
5417,23,2595,2708,True
5417,29,1297,1354,True
5419,2,13,42,True
5419,5,2171,2709,True
5419,7,1541,1806,True
5419,11,2473,2709,True
5419,13,699,774,True
5419,17,851,903,True
5419,23,2578,2709,True
5419,29,2617,2709,True
5431,2,1339,2715,True
5431,5,2139,2715,True
5431,7,2319,2715,True
5431,11,490,543,True
5431,13,160,181,True
5431,17,848,905,True
5431,19,1018,1086,True
5431,23,1033,1086,True
5431,29,1047,1086,True
5437,2,903,1812,True
5437,3,914,1359,True
5437,11,2485,2718,True
5437,13,1256,1359,True
5437,23,277,302,True
5441,2,263,544,True
5441,5,1063,1360,True
5441,7,453,544,True
5441,11,975,1088,True
5441,17,75,85,True
5441,19,147,160,True
5441,23,1307,1360,True
5441,29,1049,1088,True
5443,7,1538,1814,True
5443,11,1652,1814,True
5443,13,829,907,True
5443,23,2613,2721,True
5443,29,2620,2721,True
5449,2,415,908,True
5449,3,879,1362,True
5449,5,534,681,True
5449,11,601,681,True
5449,17,208,227,True
5449,19,1723,1816,True
5471,2,259,547,True
5471,3,1817,2735,True
5471,5,431,547,True
5471,11,987,1094,True
5471,19,2591,2735,True
5471,23,2618,2735,True
5471,29,1055,1094,True
5477,13,1246,1369,True
5477,19,2595,2738,True
5477,23,1313,1369,True
5477,29,2639,2738,True
5479,2,1363,2739,True
5479,5,714,913,True
5479,7,2372,2739,True
5479,23,2625,2739,True
5483,3,1877,2741,True
5483,13,2521,2741,True
5483,17,2581,2741,True
5501,3,18,44,True
5501,5,2166,2750,True
5501,11,2499,2750,True
5501,13,447,500,True
5501,23,257,275,True
5501,29,1326,1375,True
5503,2,443,917,True
5503,5,613,786,True
5503,13,2530,2751,True
5503,19,2597,2751,True
5503,29,879,917,True
5507,3,1820,2753,True
5507,7,2347,2753,True
5507,11,2494,2753,True
5507,17,2590,2753,True
5507,23,2644,2753,True
5519,2,1383,2759,True
5519,3,1811,2759,True
5519,5,2173,2759,True
5519,7,2345,2759,True
5519,11,2503,2759,True
5519,23,2640,2759,True
5519,29,2661,2759,True
5521,2,1361,2760,True
5521,3,295,460,True
5521,5,2177,2760,True
5521,7,1544,1840,True
5521,13,2535,2760,True
5521,17,513,552,True
5521,19,123,138,True
5521,23,2599,2760,True
5527,2,1391,2763,True
5527,3,1177,1842,True
5527,7,1551,1842,True
5527,17,2592,2763,True
5527,19,1735,1842,True
5527,23,2635,2763,True
5531,2,349,790,True
5531,3,250,395,True
5531,5,2200,2765,True
5531,7,659,790,True
5531,11,985,1106,True
5531,19,2606,2765,True
5531,23,2638,2765,True
5557,3,926,1389,True
5557,17,2621,2778,True
5557,19,433,463,True
5557,23,1755,1852,True
5563,7,789,927,True
5563,11,2540,2781,True
5563,13,91,103,True
5563,17,2609,2781,True
5563,19,288,309,True
5563,23,881,927,True
5563,29,2680,2781,True
5569,2,213,464,True
5569,3,588,928,True
5569,5,62,87,True
5569,7,564,696,True
5569,11,617,696,True
5569,23,2645,2784,True
5569,29,879,928,True
5573,7,1187,1393,True
5573,11,719,796,True
5573,13,181,199,True
5573,17,737,796,True
5573,19,369,398,True
5573,29,1338,1393,True
5581,2,49,124,True
5581,3,1778,2790,True
5581,5,2187,2790,True
5581,7,248,310,True
5581,11,2551,2790,True
5581,13,2583,2790,True
5581,17,341,372,True
5581,23,1059,1116,True
5581,29,1344,1395,True
5591,2,1367,2795,True
5591,3,372,559,True
5591,5,441,559,True
5591,7,472,559,True
5591,13,2553,2795,True
5591,17,2629,2795,True
5591,29,536,559,True
5623,2,1443,2811,True
5623,3,1234,1874,True
5623,11,854,937,True
5623,13,1725,1874,True
5623,17,2653,2811,True
5623,19,887,937,True
5623,23,2706,2811,True
5639,2,1423,2819,True
5639,3,1904,2819,True
5639,5,2267,2819,True
5639,11,2535,2819,True
5639,13,2588,2819,True
5639,19,2674,2819,True
5639,29,2731,2819,True
5641,2,259,564,True
5641,3,1855,2820,True
5641,5,2232,2820,True
5641,7,1583,1880,True
5641,11,2525,2820,True
5641,13,845,940,True
5641,17,1059,1128,True
5641,19,535,564,True
5641,23,220,235,True
5641,29,1085,1128,True
5647,2,1455,2823,True
5647,7,2409,2823,True
5647,11,1715,1882,True
5647,17,1757,1882,True
5647,23,1795,1882,True
5651,3,1901,2825,True
5651,5,2277,2825,True
5651,11,2531,2825,True
5651,13,100,113,True
5651,19,2675,2825,True
5651,29,544,565,True
5653,2,939,1884,True
5653,3,1853,2826,True
5653,7,128,157,True
5653,17,13,18,True
5653,19,587,628,True
5653,23,2695,2826,True
5657,2,1419,2828,True
5657,7,2389,2828,True
5657,11,632,707,True
5657,17,1327,1414,True
5657,23,759,808,True
5659,3,1227,1886,True
5659,5,2314,2829,True
5659,7,2435,2829,True
5659,11,1683,1886,True
5659,13,857,943,True
5659,17,883,943,True
5659,23,1793,1886,True
5659,29,2731,2829,True
5669,2,207,436,True
5669,5,2227,2834,True
5669,11,2551,2834,True
5669,13,2605,2834,True
5669,17,198,218,True
5669,19,2679,2834,True
5683,5,1497,1894,True
5683,7,2421,2841,True
5683,11,861,947,True
5683,19,884,947,True
5683,29,915,947,True
5689,2,333,711,True
5689,3,1886,2844,True
5689,5,2269,2844,True
5689,7,1611,1896,True
5689,23,29,36,True
5689,29,147,158,True
5693,7,1217,1423,True
5693,13,1306,1423,True
5693,17,2667,2846,True
5693,23,2715,2846,True
5693,29,2739,2846,True
5701,3,961,1425,True
5701,5,749,950,True
5701,7,1601,1900,True
5701,11,426,475,True
5701,13,1753,1900,True
5701,19,446,475,True
5701,23,1075,1140,True
5711,2,265,571,True
5711,3,1856,2855,True
5711,5,450,571,True
5711,7,2421,2855,True
5711,11,2605,2855,True
5711,13,2598,2855,True
5711,17,2657,2855,True
5711,23,538,571,True
5717,13,1318,1429,True
5717,19,1350,1429,True
5717,23,2705,2858,True
5717,29,2761,2858,True
5737,2,107,239,True
5737,3,591,956,True
5737,7,1175,1434,True
5737,13,653,717,True
5737,17,1329,1434,True
5737,29,2777,2868,True
5741,5,1142,1435,True
5741,7,2465,2870,True
5741,11,1035,1148,True
5741,13,1034,1148,True
5741,17,1067,1148,True
5741,29,2773,2870,True
5743,2,1427,2871,True
5743,3,330,522,True
5743,5,1470,1914,True
5743,7,213,261,True
5743,13,2656,2871,True
5743,17,485,522,True
5743,19,1795,1914,True
5743,23,601,638,True
5743,29,2782,2871,True
5749,3,939,1437,True
5749,5,1148,1437,True
5749,7,1212,1437,True
5749,11,1741,1916,True
5749,13,2653,2874,True
5749,17,1795,1916,True
5749,19,1372,1437,True
5749,29,911,958,True
5779,5,776,963,True
5779,13,1759,1926,True
5779,17,2738,2889,True
5779,19,295,321,True
5779,29,1847,1926,True
5783,2,1423,2891,True
5783,3,1925,2891,True
5783,5,643,826,True
5783,11,2594,2891,True
5783,13,98,118,True
5783,23,2755,2891,True
5791,2,1423,2895,True
5791,3,1246,1930,True
5791,5,2306,2895,True
5791,19,2743,2895,True
5791,23,1091,1158,True
5791,29,2795,2895,True
5801,2,1443,2900,True
5801,5,2305,2900,True
5801,11,2639,2900,True
5801,13,2701,2900,True
5801,17,85,100,True
5801,19,685,725,True
5801,29,557,580,True
5807,2,1415,2903,True
5807,3,1943,2903,True
5807,11,2607,2903,True
5807,13,2668,2903,True
5807,19,2764,2903,True
5807,23,2779,2903,True
5807,29,2800,2903,True
5813,11,2629,2906,True
5813,17,1364,1453,True
5813,29,1401,1453,True
5821,2,165,388,True
5821,3,951,1455,True
5821,5,2301,2910,True
5821,7,815,970,True
5821,11,1735,1940,True
5821,13,1336,1455,True
5821,19,918,970,True
5821,23,916,970,True
5827,5,1543,1942,True
5827,7,2478,2913,True
5827,11,880,971,True
5827,13,2705,2913,True
5827,17,2756,2913,True
5827,19,915,971,True
5827,23,1851,1942,True
5827,29,1862,1942,True
5839,2,1455,2919,True
5839,3,1279,1946,True
5839,5,327,417,True
5839,7,1689,1946,True
5839,13,759,834,True
5839,17,911,973,True
5839,19,771,834,True
5839,23,2775,2919,True
5843,3,80,127,True
5843,7,2489,2921,True
5843,11,2651,2921,True
5843,19,2767,2921,True
5843,23,235,254,True
5849,2,1429,2924,True
5849,5,2287,2924,True
5849,7,629,731,True
5849,13,1329,1462,True
5849,17,1357,1462,True
5849,19,2751,2924,True
5849,29,2807,2924,True
5851,3,1272,1950,True
5851,5,2369,2925,True
5851,7,2504,2925,True
5851,11,200,225,True
5851,13,2717,2925,True
5851,19,921,975,True
5851,23,1847,1950,True
5851,29,938,975,True
5857,2,1429,2928,True
5857,3,1945,2928,True
5857,5,1547,1952,True
5857,11,1328,1464,True
5857,17,220,244,True
5857,19,681,732,True
5857,29,2837,2928,True
5861,2,563,1172,True
5861,5,1148,1465,True
5861,7,2477,2930,True
5861,11,1327,1465,True
5861,17,2755,2930,True
5861,19,1383,1465,True
5867,2,367,838,True
5867,3,1925,2933,True
5867,13,2714,2933,True
5867,17,2778,2933,True
5867,19,2778,2933,True
5867,29,2839,2933,True
5869,3,974,1467,True
5869,5,769,978,True
5869,13,1797,1956,True
5869,17,146,163,True
5869,19,2765,2934,True
5869,23,925,978,True
5879,2,1463,2939,True
5879,3,1952,2939,True
5879,5,2377,2939,True
5879,7,2513,2939,True
5879,13,2708,2939,True
5879,19,2793,2939,True
5879,23,2788,2939,True
5881,2,699,1470,True
5881,3,1947,2940,True
5881,5,2323,2940,True
5881,7,809,980,True
5881,11,1781,1960,True
5881,13,1808,1960,True
5881,17,909,980,True
5881,19,1106,1176,True
5881,23,553,588,True
5881,29,469,490,True
5897,2,1419,2948,True
5897,11,2685,2948,True
5897,13,487,536,True
5897,17,2769,2948,True
5897,19,692,737,True
5897,23,2799,2948,True
5903,2,1487,2951,True
5903,3,1925,2951,True
5903,11,2685,2951,True
5903,13,2751,2951,True
5903,17,2778,2951,True
5903,19,2813,2951,True
5903,23,2835,2951,True
5903,29,2858,2951,True
5923,13,762,846,True
5923,19,933,987,True
5923,23,1887,1974,True
5923,29,2874,2961,True
5927,2,1423,2963,True
5927,3,1943,2963,True
5927,7,2560,2963,True
5927,13,2761,2963,True
5927,19,2796,2963,True
5939,3,1952,2969,True
5939,5,2385,2969,True
5939,7,2579,2969,True
5939,11,2697,2969,True
5939,23,2837,2969,True
5939,29,2890,2969,True
5953,2,455,992,True
5953,3,1967,2976,True
5953,5,1591,1984,True
5953,11,1775,1984,True
5953,13,441,496,True
5953,19,2815,2976,True
5953,23,1893,1984,True
5981,2,193,460,True
5981,5,1191,1495,True
5981,13,1383,1495,True
5981,17,1117,1196,True
5981,19,232,260,True
5981,23,1433,1495,True
5981,29,119,130,True
5987,3,1946,2993,True
5987,19,2834,2993,True
5987,23,2866,2993,True
5987,29,2903,2993,True
6007,2,483,1001,True
6007,7,387,462,True
6007,11,409,462,True
6007,13,876,1001,True
6007,17,507,546,True
6007,19,936,1001,True
6007,29,2903,3003,True
6011,3,399,601,True
6011,5,2434,3005,True
6011,7,2574,3005,True
6011,19,1121,1202,True
6029,5,1188,1507,True
6029,7,2571,3014,True
6029,11,1368,1507,True
6029,13,2763,3014,True
6029,19,1427,1507,True
6029,23,2863,3014,True
6037,2,983,2012,True
6037,3,1991,3018,True
6037,7,1711,2012,True
6037,11,899,1006,True
6037,17,2827,3018,True
6037,19,1879,2012,True
6037,29,1449,1509,True
6043,2,133,318,True
6043,3,1322,2014,True
6043,11,97,114,True
6043,17,2854,3021,True
6043,23,951,1007,True
6047,2,1563,3023,True
6047,3,2066,3023,True
6047,7,2614,3023,True
6047,11,2735,3023,True
6047,23,2897,3023,True
6053,11,2749,3026,True
6053,13,321,356,True
6053,17,2865,3026,True
6053,19,1435,1513,True
